CD3F  10 28     BPL $CD69                       A:99 X:34 Y:99 P:E4 SP:FB PPU:  0, 00 CYC:0
CD41  C9 99     CMP #$99                        A:99 X:34 Y:99 P:E4 SP:FB PPU:  0, 00 CYC:0
CD43  D0 24     BNE $CD69                       A:99 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD45  E0 34     CPX #$34                        A:99 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD47  D0 20     BNE $CD69                       A:99 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD49  C0 99     CPY #$99                        A:99 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD4B  D0 1C     BNE $CD69                       A:99 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD4D  A0 00     LDY #$00                        A:99 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD4F  38        SEC                             A:99 X:34 Y:00 P:67 SP:FB PPU:  0, 00 CYC:0
CD50  B8        CLV                             A:99 X:34 Y:00 P:67 SP:FB PPU:  0, 00 CYC:0
CD51  98        TYA                             A:99 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD52  D0 15     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD54  90 13     BCC $CD69                       A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD56  70 11     BVS $CD69                       A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD58  30 0F     BMI $CD69                       A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD5A  C9 00     CMP #$00                        A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD5C  D0 0B     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD5E  E0 34     CPX #$34                        A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD60  D0 07     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD62  C0 00     CPY #$00                        A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD64  D0 03     BNE $CD69                       A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD66  4C 6D CD  JMP $CD6D                       A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD6D  EA        NOP                             A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD6E  A9 85     LDA #$85                        A:00 X:34 Y:00 P:27 SP:FB PPU:  0, 00 CYC:0
CD70  A2 34     LDX #$34                        A:85 X:34 Y:00 P:A5 SP:FB PPU:  0, 00 CYC:0
CD72  A0 99     LDY #$99                        A:85 X:34 Y:00 P:25 SP:FB PPU:  0, 00 CYC:0
CD74  18        CLC                             A:85 X:34 Y:99 P:A5 SP:FB PPU:  0, 00 CYC:0
CD75  24 01     BIT $01 = 00                    A:85 X:34 Y:99 P:A4 SP:FB PPU:  0, 00 CYC:0
CD77  8A        TXA                             A:85 X:34 Y:99 P:E4 SP:FB PPU:  0, 00 CYC:0
CD78  F0 2E     BEQ $CDA8                       A:34 X:34 Y:99 P:64 SP:FB PPU:  0, 00 CYC:0
CD7A  B0 2C     BCS $CDA8                       A:34 X:34 Y:99 P:64 SP:FB PPU:  0, 00 CYC:0
CD7C  50 2A     BVC $CDA8                       A:34 X:34 Y:99 P:64 SP:FB PPU:  0, 00 CYC:0
CD7E  30 28     BMI $CDA8                       A:34 X:34 Y:99 P:64 SP:FB PPU:  0, 00 CYC:0
CD80  C9 34     CMP #$34                        A:34 X:34 Y:99 P:64 SP:FB PPU:  0, 00 CYC:0
CD82  D0 24     BNE $CDA8                       A:34 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD84  E0 34     CPX #$34                        A:34 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD86  D0 20     BNE $CDA8                       A:34 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD88  C0 99     CPY #$99                        A:34 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD8A  D0 1C     BNE $CDA8                       A:34 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD8C  A2 00     LDX #$00                        A:34 X:34 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD8E  38        SEC                             A:34 X:00 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD8F  B8        CLV                             A:34 X:00 Y:99 P:67 SP:FB PPU:  0, 00 CYC:0
CD90  8A        TXA                             A:34 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CD91  D0 15     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CD93  90 13     BCC $CDA8                       A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CD95  70 11     BVS $CDA8                       A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CD97  30 0F     BMI $CDA8                       A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CD99  C9 00     CMP #$00                        A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CD9B  D0 0B     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CD9D  E0 00     CPX #$00                        A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CD9F  D0 07     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CDA1  C0 99     CPY #$99                        A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CDA3  D0 03     BNE $CDA8                       A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CDA5  4C AC CD  JMP $CDAC                       A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CDAC  EA        NOP                             A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CDAD  BA        TSX                             A:00 X:00 Y:99 P:27 SP:FB PPU:  0, 00 CYC:0
CDAE  8E FF 07  STX $07FF = 86                    A:00 X:FB Y:99 P:A5 SP:FB PPU:  0, 00 CYC:0
CDB1  A0 33     LDY #$33                        A:00 X:FB Y:99 P:A5 SP:FB PPU:  0, 00 CYC:0
CDB3  A2 69     LDX #$69                        A:00 X:FB Y:33 P:25 SP:FB PPU:  0, 00 CYC:0
CDB5  A9 84     LDA #$84                        A:00 X:69 Y:33 P:25 SP:FB PPU:  0, 00 CYC:0
CDB7  18        CLC                             A:84 X:69 Y:33 P:A5 SP:FB PPU:  0, 00 CYC:0
CDB8  24 01     BIT $01 = 00                    A:84 X:69 Y:33 P:A4 SP:FB PPU:  0, 00 CYC:0
CDBA  9A        TXS                             A:84 X:69 Y:33 P:E4 SP:FB PPU:  0, 00 CYC:0
CDBB  F0 32     BEQ $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 PPU:  0, 00 CYC:0
CDBD  10 30     BPL $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 PPU:  0, 00 CYC:0
CDBF  B0 2E     BCS $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 PPU:  0, 00 CYC:0
CDC1  50 2C     BVC $CDEF                       A:84 X:69 Y:33 P:E4 SP:69 PPU:  0, 00 CYC:0
CDC3  C9 84     CMP #$84                        A:84 X:69 Y:33 P:E4 SP:69 PPU:  0, 00 CYC:0
CDC5  D0 28     BNE $CDEF                       A:84 X:69 Y:33 P:67 SP:69 PPU:  0, 00 CYC:0
CDC7  E0 69     CPX #$69                        A:84 X:69 Y:33 P:67 SP:69 PPU:  0, 00 CYC:0
CDC9  D0 24     BNE $CDEF                       A:84 X:69 Y:33 P:67 SP:69 PPU:  0, 00 CYC:0
CDCB  C0 33     CPY #$33                        A:84 X:69 Y:33 P:67 SP:69 PPU:  0, 00 CYC:0
CDCD  D0 20     BNE $CDEF                       A:84 X:69 Y:33 P:67 SP:69 PPU:  0, 00 CYC:0
CDCF  A0 01     LDY #$01                        A:84 X:69 Y:33 P:67 SP:69 PPU:  0, 00 CYC:0
CDD1  A9 04     LDA #$04                        A:84 X:69 Y:01 P:65 SP:69 PPU:  0, 00 CYC:0
CDD3  38        SEC                             A:04 X:69 Y:01 P:65 SP:69 PPU:  0, 00 CYC:0
CDD4  B8        CLV                             A:04 X:69 Y:01 P:65 SP:69 PPU:  0, 00 CYC:0
CDD5  A2 00     LDX #$00                        A:04 X:69 Y:01 P:25 SP:69 PPU:  0, 00 CYC:0
CDD7  BA        TSX                             A:04 X:00 Y:01 P:27 SP:69 PPU:  0, 00 CYC:0
CDD8  F0 15     BEQ $CDEF                       A:04 X:69 Y:01 P:25 SP:69 PPU:  0, 00 CYC:0
CDDA  30 13     BMI $CDEF                       A:04 X:69 Y:01 P:25 SP:69 PPU:  0, 00 CYC:0
CDDC  90 11     BCC $CDEF                       A:04 X:69 Y:01 P:25 SP:69 PPU:  0, 00 CYC:0
CDDE  70 0F     BVS $CDEF                       A:04 X:69 Y:01 P:25 SP:69 PPU:  0, 00 CYC:0
CDE0  E0 69     CPX #$69                        A:04 X:69 Y:01 P:25 SP:69 PPU:  0, 00 CYC:0
CDE2  D0 0B     BNE $CDEF                       A:04 X:69 Y:01 P:27 SP:69 PPU:  0, 00 CYC:0
CDE4  C9 04     CMP #$04                        A:04 X:69 Y:01 P:27 SP:69 PPU:  0, 00 CYC:0
CDE6  D0 07     BNE $CDEF                       A:04 X:69 Y:01 P:27 SP:69 PPU:  0, 00 CYC:0
CDE8  C0 01     CPY #$01                        A:04 X:69 Y:01 P:27 SP:69 PPU:  0, 00 CYC:0
CDEA  D0 03     BNE $CDEF                       A:04 X:69 Y:01 P:27 SP:69 PPU:  0, 00 CYC:0
CDEC  4C F3 CD  JMP $CDF3                       A:04 X:69 Y:01 P:27 SP:69 PPU:  0, 00 CYC:0
CDF3  AE FF 07  LDX $07FF = FB                    A:04 X:69 Y:01 P:27 SP:69 PPU:  0, 00 CYC:0
CDF6  9A        TXS                             A:04 X:FB Y:01 P:A5 SP:69 PPU:  0, 00 CYC:0
CDF7  60        RTS                             A:04 X:FB Y:01 P:A5 SP:FB PPU:  0, 00 CYC:0
C609  20 F8 CD  JSR $CDF8                       A:04 X:FB Y:01 P:A5 SP:FD PPU:  0, 00 CYC:0
CDF8  A9 FF     LDA #$FF                        A:04 X:FB Y:01 P:A5 SP:FB PPU:  0, 00 CYC:0
CDFA  85 01     STA $01 = 00                    A:FF X:FB Y:01 P:A5 SP:FB PPU:  0, 00 CYC:0
CDFC  BA        TSX                             A:FF X:FB Y:01 P:A5 SP:FB PPU:  0, 00 CYC:0
CDFD  8E FF 07  STX $07FF = FB                    A:FF X:FB Y:01 P:A5 SP:FB PPU:  0, 00 CYC:0
CE00  EA        NOP                             A:FF X:FB Y:01 P:A5 SP:FB PPU:  0, 00 CYC:0
CE01  A2 80     LDX #$80                        A:FF X:FB Y:01 P:A5 SP:FB PPU:  0, 00 CYC:0
CE03  9A        TXS                             A:FF X:80 Y:01 P:A5 SP:FB PPU:  0, 00 CYC:0
CE04  A9 33     LDA #$33                        A:FF X:80 Y:01 P:A5 SP:80 PPU:  0, 00 CYC:0
CE06  48        PHA                             A:33 X:80 Y:01 P:25 SP:80 PPU:  0, 00 CYC:0
CE07  A9 69     LDA #$69                        A:33 X:80 Y:01 P:25 SP:7F PPU:  0, 00 CYC:0
CE09  48        PHA                             A:69 X:80 Y:01 P:25 SP:7F PPU:  0, 00 CYC:0
CE0A  BA        TSX                             A:69 X:80 Y:01 P:25 SP:7E PPU:  0, 00 CYC:0
CE0B  E0 7E     CPX #$7E                        A:69 X:7E Y:01 P:25 SP:7E PPU:  0, 00 CYC:0
CE0D  D0 20     BNE $CE2F                       A:69 X:7E Y:01 P:27 SP:7E PPU:  0, 00 CYC:0
CE0F  68        PLA                             A:69 X:7E Y:01 P:27 SP:7E PPU:  0, 00 CYC:0
CE10  C9 69     CMP #$69                        A:69 X:7E Y:01 P:25 SP:7F PPU:  0, 00 CYC:0
CE12  D0 1B     BNE $CE2F                       A:69 X:7E Y:01 P:27 SP:7F PPU:  0, 00 CYC:0
CE14  68        PLA                             A:69 X:7E Y:01 P:27 SP:7F PPU:  0, 00 CYC:0
CE15  C9 33     CMP #$33                        A:33 X:7E Y:01 P:25 SP:80 PPU:  0, 00 CYC:0
CE17  D0 16     BNE $CE2F                       A:33 X:7E Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE19  BA        TSX                             A:33 X:7E Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE1A  E0 80     CPX #$80                        A:33 X:80 Y:01 P:A5 SP:80 PPU:  0, 00 CYC:0
CE1C  D0 11     BNE $CE2F                       A:33 X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE1E  AD 80 01  LDA $0180 = 33                    A:33 X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE21  C9 33     CMP #$33                        A:33 X:80 Y:01 P:25 SP:80 PPU:  0, 00 CYC:0
CE23  D0 0A     BNE $CE2F                       A:33 X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE25  AD 7F 01  LDA $017F = 69                    A:33 X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE28  C9 69     CMP #$69                        A:69 X:80 Y:01 P:25 SP:80 PPU:  0, 00 CYC:0
CE2A  D0 03     BNE $CE2F                       A:69 X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE2C  4C 33 CE  JMP $CE33                       A:69 X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE33  EA        NOP                             A:69 X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE34  A2 80     LDX #$80                        A:69 X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE36  9A        TXS                             A:69 X:80 Y:01 P:A5 SP:80 PPU:  0, 00 CYC:0
CE37  20 3D CE  JSR $CE3D                       A:69 X:80 Y:01 P:A5 SP:80 PPU:  0, 00 CYC:0
CE3D  BA        TSX                             A:69 X:80 Y:01 P:A5 SP:7E PPU:  0, 00 CYC:0
CE3E  E0 7E     CPX #$7E                        A:69 X:7E Y:01 P:25 SP:7E PPU:  0, 00 CYC:0
CE40  D0 19     BNE $CE5B                       A:69 X:7E Y:01 P:27 SP:7E PPU:  0, 00 CYC:0
CE42  68        PLA                             A:69 X:7E Y:01 P:27 SP:7E PPU:  0, 00 CYC:0
CE43  68        PLA                             A:39 X:7E Y:01 P:25 SP:7F PPU:  0, 00 CYC:0
CE44  BA        TSX                             A:CE X:7E Y:01 P:A5 SP:80 PPU:  0, 00 CYC:0
CE45  E0 80     CPX #$80                        A:CE X:80 Y:01 P:A5 SP:80 PPU:  0, 00 CYC:0
CE47  D0 12     BNE $CE5B                       A:CE X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE49  A9 00     LDA #$00                        A:CE X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE4B  20 4E CE  JSR $CE4E                       A:00 X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE4E  68        PLA                             A:00 X:80 Y:01 P:27 SP:7E PPU:  0, 00 CYC:0
CE4F  C9 4D     CMP #$4D                        A:4D X:80 Y:01 P:25 SP:7F PPU:  0, 00 CYC:0
CE51  D0 08     BNE $CE5B                       A:4D X:80 Y:01 P:27 SP:7F PPU:  0, 00 CYC:0
CE53  68        PLA                             A:4D X:80 Y:01 P:27 SP:7F PPU:  0, 00 CYC:0
CE54  C9 CE     CMP #$CE                        A:CE X:80 Y:01 P:A5 SP:80 PPU:  0, 00 CYC:0
CE56  D0 03     BNE $CE5B                       A:CE X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE58  4C 5F CE  JMP $CE5F                       A:CE X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE5F  EA        NOP                             A:CE X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE60  A9 CE     LDA #$CE                        A:CE X:80 Y:01 P:27 SP:80 PPU:  0, 00 CYC:0
CE62  48        PHA                             A:CE X:80 Y:01 P:A5 SP:80 PPU:  0, 00 CYC:0
CE63  A9 66     LDA #$66                        A:CE X:80 Y:01 P:A5 SP:7F PPU:  0, 00 CYC:0
CE65  48        PHA                             A:66 X:80 Y:01 P:25 SP:7F PPU:  0, 00 CYC:0
CE66  60        RTS                             A:66 X:80 Y:01 P:25 SP:7E PPU:  0, 00 CYC:0
CE67  A2 77     LDX #$77                        A:66 X:80 Y:01 P:25 SP:80 PPU:  0, 00 CYC:0
CE69  A0 69     LDY #$69                        A:66 X:77 Y:01 P:25 SP:80 PPU:  0, 00 CYC:0
CE6B  18        CLC                             A:66 X:77 Y:69 P:25 SP:80 PPU:  0, 00 CYC:0
CE6C  24 01     BIT $01 = 00                    A:66 X:77 Y:69 P:24 SP:80 PPU:  0, 00 CYC:0
CE6E  A9 83     LDA #$83                        A:66 X:77 Y:69 P:E4 SP:80 PPU:  0, 00 CYC:0
CE70  20 66 CE  JSR $CE66                       A:83 X:77 Y:69 P:E4 SP:80 PPU:  0, 00 CYC:0
CE66  60        RTS                             A:83 X:77 Y:69 P:E4 SP:7E PPU:  0, 00 CYC:0
CE73  F0 24     BEQ $CE99                       A:83 X:77 Y:69 P:E4 SP:80 PPU:  0, 00 CYC:0
CE75  10 22     BPL $CE99                       A:83 X:77 Y:69 P:E4 SP:80 PPU:  0, 00 CYC:0
CE77  B0 20     BCS $CE99                       A:83 X:77 Y:69 P:E4 SP:80 PPU:  0, 00 CYC:0
CE79  50 1E     BVC $CE99                       A:83 X:77 Y:69 P:E4 SP:80 PPU:  0, 00 CYC:0
CE7B  C9 83     CMP #$83                        A:83 X:77 Y:69 P:E4 SP:80 PPU:  0, 00 CYC:0
CE7D  D0 1A     BNE $CE99                       A:83 X:77 Y:69 P:67 SP:80 PPU:  0, 00 CYC:0
CE7F  C0 69     CPY #$69                        A:83 X:77 Y:69 P:67 SP:80 PPU:  0, 00 CYC:0
CE81  D0 16     BNE $CE99                       A:83 X:77 Y:69 P:67 SP:80 PPU:  0, 00 CYC:0
CE83  E0 77     CPX #$77                        A:83 X:77 Y:69 P:67 SP:80 PPU:  0, 00 CYC:0
CE85  D0 12     BNE $CE99                       A:83 X:77 Y:69 P:67 SP:80 PPU:  0, 00 CYC:0
CE87  38        SEC                             A:83 X:77 Y:69 P:67 SP:80 PPU:  0, 00 CYC:0
CE88  B8        CLV                             A:83 X:77 Y:69 P:67 SP:80 PPU:  0, 00 CYC:0
CE89  A9 00     LDA #$00                        A:83 X:77 Y:69 P:27 SP:80 PPU:  0, 00 CYC:0
CE8B  20 66 CE  JSR $CE66                       A:00 X:77 Y:69 P:27 SP:80 PPU:  0, 00 CYC:0
CE66  60        RTS                             A:00 X:77 Y:69 P:27 SP:7E PPU:  0, 00 CYC:0
CE8E  D0 09     BNE $CE99                       A:00 X:77 Y:69 P:27 SP:80 PPU:  0, 00 CYC:0
CE90  30 07     BMI $CE99                       A:00 X:77 Y:69 P:27 SP:80 PPU:  0, 00 CYC:0
CE92  90 05     BCC $CE99                       A:00 X:77 Y:69 P:27 SP:80 PPU:  0, 00 CYC:0
CE94  70 03     BVS $CE99                       A:00 X:77 Y:69 P:27 SP:80 PPU:  0, 00 CYC:0
CE96  4C 9D CE  JMP $CE9D                       A:00 X:77 Y:69 P:27 SP:80 PPU:  0, 00 CYC:0
CE9D  EA        NOP                             A:00 X:77 Y:69 P:27 SP:80 PPU:  0, 00 CYC:0
CE9E  A9 CE     LDA #$CE                        A:00 X:77 Y:69 P:27 SP:80 PPU:  0, 00 CYC:0
CEA0  48        PHA                             A:CE X:77 Y:69 P:A5 SP:80 PPU:  0, 00 CYC:0
CEA1  A9 AE     LDA #$AE                        A:CE X:77 Y:69 P:A5 SP:7F PPU:  0, 00 CYC:0
CEA3  48        PHA                             A:AE X:77 Y:69 P:A5 SP:7F PPU:  0, 00 CYC:0
CEA4  A9 65     LDA #$65                        A:AE X:77 Y:69 P:A5 SP:7E PPU:  0, 00 CYC:0
CEA6  48        PHA                             A:65 X:77 Y:69 P:25 SP:7E PPU:  0, 00 CYC:0
CEA7  A9 55     LDA #$55                        A:65 X:77 Y:69 P:25 SP:7D PPU:  0, 00 CYC:0
CEA9  A0 88     LDY #$88                        A:55 X:77 Y:69 P:25 SP:7D PPU:  0, 00 CYC:0
CEAB  A2 99     LDX #$99                        A:55 X:77 Y:88 P:A5 SP:7D PPU:  0, 00 CYC:0
CEAD  40        RTI                             A:55 X:99 Y:88 P:A5 SP:7D PPU:  0, 00 CYC:0
CEAE  30 35     BMI $CEE5                       A:55 X:99 Y:88 P:65 SP:80 PPU:  0, 00 CYC:0
CEB0  50 33     BVC $CEE5                       A:55 X:99 Y:88 P:65 SP:80 PPU:  0, 00 CYC:0
CEB2  F0 31     BEQ $CEE5                       A:55 X:99 Y:88 P:65 SP:80 PPU:  0, 00 CYC:0
CEB4  90 2F     BCC $CEE5                       A:55 X:99 Y:88 P:65 SP:80 PPU:  0, 00 CYC:0
CEB6  C9 55     CMP #$55                        A:55 X:99 Y:88 P:65 SP:80 PPU:  0, 00 CYC:0
CEB8  D0 2B     BNE $CEE5                       A:55 X:99 Y:88 P:67 SP:80 PPU:  0, 00 CYC:0
CEBA  C0 88     CPY #$88                        A:55 X:99 Y:88 P:67 SP:80 PPU:  0, 00 CYC:0
CEBC  D0 27     BNE $CEE5                       A:55 X:99 Y:88 P:67 SP:80 PPU:  0, 00 CYC:0
CEBE  E0 99     CPX #$99                        A:55 X:99 Y:88 P:67 SP:80 PPU:  0, 00 CYC:0
CEC0  D0 23     BNE $CEE5                       A:55 X:99 Y:88 P:67 SP:80 PPU:  0, 00 CYC:0
CEC2  A9 CE     LDA #$CE                        A:55 X:99 Y:88 P:67 SP:80 PPU:  0, 00 CYC:0
CEC4  48        PHA                             A:CE X:99 Y:88 P:E5 SP:80 PPU:  0, 00 CYC:0
CEC5  A9 CE     LDA #$CE                        A:CE X:99 Y:88 P:E5 SP:7F PPU:  0, 00 CYC:0
CEC7  48        PHA                             A:CE X:99 Y:88 P:E5 SP:7F PPU:  0, 00 CYC:0
CEC8  A9 87     LDA #$87                        A:CE X:99 Y:88 P:E5 SP:7E PPU:  0, 00 CYC:0
CECA  48        PHA                             A:87 X:99 Y:88 P:E5 SP:7E PPU:  0, 00 CYC:0
CECB  A9 55     LDA #$55                        A:87 X:99 Y:88 P:E5 SP:7D PPU:  0, 00 CYC:0
CECD  40        RTI                             A:55 X:99 Y:88 P:65 SP:7D PPU:  0, 00 CYC:0
CECE  10 15     BPL $CEE5                       A:55 X:99 Y:88 P:A7 SP:80 PPU:  0, 00 CYC:0
CED0  70 13     BVS $CEE5                       A:55 X:99 Y:88 P:A7 SP:80 PPU:  0, 00 CYC:0
CED2  D0 11     BNE $CEE5                       A:55 X:99 Y:88 P:A7 SP:80 PPU:  0, 00 CYC:0
CED4  90 0F     BCC $CEE5                       A:55 X:99 Y:88 P:A7 SP:80 PPU:  0, 00 CYC:0
CED6  C9 55     CMP #$55                        A:55 X:99 Y:88 P:A7 SP:80 PPU:  0, 00 CYC:0
CED8  D0 0B     BNE $CEE5                       A:55 X:99 Y:88 P:27 SP:80 PPU:  0, 00 CYC:0
CEDA  C0 88     CPY #$88                        A:55 X:99 Y:88 P:27 SP:80 PPU:  0, 00 CYC:0
CEDC  D0 07     BNE $CEE5                       A:55 X:99 Y:88 P:27 SP:80 PPU:  0, 00 CYC:0
CEDE  E0 99     CPX #$99                        A:55 X:99 Y:88 P:27 SP:80 PPU:  0, 00 CYC:0
CEE0  D0 03     BNE $CEE5                       A:55 X:99 Y:88 P:27 SP:80 PPU:  0, 00 CYC:0
CEE2  4C E9 CE  JMP $CEE9                       A:55 X:99 Y:88 P:27 SP:80 PPU:  0, 00 CYC:0
CEE9  AE FF 07  LDX $07FF = FB                    A:55 X:99 Y:88 P:27 SP:80 PPU:  0, 00 CYC:0
CEEC  9A        TXS                             A:55 X:FB Y:88 P:A5 SP:80 PPU:  0, 00 CYC:0
CEED  60        RTS                             A:55 X:FB Y:88 P:A5 SP:FB PPU:  0, 00 CYC:0
C60C  20 EE CE  JSR $CEEE                       A:55 X:FB Y:88 P:A5 SP:FD PPU:  0, 00 CYC:0
CEEE  A2 55     LDX #$55                        A:55 X:FB Y:88 P:A5 SP:FB PPU:  0, 00 CYC:0
CEF0  A0 69     LDY #$69                        A:55 X:55 Y:88 P:25 SP:FB PPU:  0, 00 CYC:0
CEF2  A9 FF     LDA #$FF                        A:55 X:55 Y:69 P:25 SP:FB PPU:  0, 00 CYC:0
CEF4  85 01     STA $01 = 00                    A:FF X:55 Y:69 P:A5 SP:FB PPU:  0, 00 CYC:0
CEF6  EA        NOP                             A:FF X:55 Y:69 P:A5 SP:FB PPU:  0, 00 CYC:0
CEF7  24 01     BIT $01 = 00                    A:FF X:55 Y:69 P:A5 SP:FB PPU:  0, 00 CYC:0
CEF9  38        SEC                             A:FF X:55 Y:69 P:E5 SP:FB PPU:  0, 00 CYC:0
CEFA  A9 01     LDA #$01                        A:FF X:55 Y:69 P:E5 SP:FB PPU:  0, 00 CYC:0
CEFC  4A        LSR A                           A:01 X:55 Y:69 P:65 SP:FB PPU:  0, 00 CYC:0
CEFD  90 1D     BCC $CF1C                       A:00 X:55 Y:69 P:67 SP:FB PPU:  0, 00 CYC:0
CEFF  D0 1B     BNE $CF1C                       A:00 X:55 Y:69 P:67 SP:FB PPU:  0, 00 CYC:0
CF01  30 19     BMI $CF1C                       A:00 X:55 Y:69 P:67 SP:FB PPU:  0, 00 CYC:0
CF03  50 17     BVC $CF1C                       A:00 X:55 Y:69 P:67 SP:FB PPU:  0, 00 CYC:0
CF05  C9 00     CMP #$00                        A:00 X:55 Y:69 P:67 SP:FB PPU:  0, 00 CYC:0
CF07  D0 13     BNE $CF1C                       A:00 X:55 Y:69 P:67 SP:FB PPU:  0, 00 CYC:0
