F809  60        RTS                             A:5F X:33 Y:82 P:24 SP:F9 PPU:  0, 00 CYC:0
D29B  45 78     EOR $78 = 00                    A:5F X:33 Y:82 P:24 SP:FB PPU:  0, 00 CYC:0
D29D  20 0A F8  JSR $F80A                       A:5F X:33 Y:82 P:24 SP:FB PPU:  0, 00 CYC:0
F80A  B0 09     BCS $F815                       A:5F X:33 Y:82 P:24 SP:F9 PPU:  0, 00 CYC:0
F80C  10 07     BPL $F815                       A:5F X:33 Y:82 P:24 SP:F9 PPU:  0, 00 CYC:0
F815  84 00     STY $00 = AA                    A:5F X:33 Y:82 P:24 SP:F9 PPU:  0, 00 CYC:0
F817  60        RTS                             A:5F X:33 Y:82 P:24 SP:F9 PPU:  0, 00 CYC:0
D2A0  C8        INY                             A:5F X:33 Y:82 P:24 SP:FB PPU:  0, 00 CYC:0
D2A1  A9 70     LDA #$70                        A:5F X:33 Y:83 P:A4 SP:FB PPU:  0, 00 CYC:0
D2A3  85 78     STA $78 = 00                    A:70 X:33 Y:83 P:24 SP:FB PPU:  0, 00 CYC:0
D2A5  20 18 F8  JSR $F818                       A:70 X:33 Y:83 P:24 SP:FB PPU:  0, 00 CYC:0
F818  38        SEC                             A:70 X:33 Y:83 P:24 SP:F9 PPU:  0, 00 CYC:0
F819  B8        CLV                             A:70 X:33 Y:83 P:25 SP:F9 PPU:  0, 00 CYC:0
F81A  A9 70     LDA #$70                        A:70 X:33 Y:83 P:25 SP:F9 PPU:  0, 00 CYC:0
F81C  60        RTS                             A:70 X:33 Y:83 P:25 SP:F9 PPU:  0, 00 CYC:0
D2A8  45 78     EOR $78 = 00                    A:70 X:33 Y:83 P:25 SP:FB PPU:  0, 00 CYC:0
D2AA  20 1D F8  JSR $F81D                       A:70 X:33 Y:83 P:25 SP:FB PPU:  0, 00 CYC:0
F81D  D0 07     BNE $F826                       A:70 X:33 Y:83 P:25 SP:F9 PPU:  0, 00 CYC:0
F826  84 00     STY $00 = 70                    A:70 X:33 Y:83 P:25 SP:F9 PPU:  0, 00 CYC:0
F828  60        RTS                             A:70 X:33 Y:83 P:25 SP:F9 PPU:  0, 00 CYC:0
D2AD  C8        INY                             A:70 X:33 Y:83 P:25 SP:FB PPU:  0, 00 CYC:0
D2AE  A9 69     LDA #$69                        A:70 X:33 Y:84 P:A5 SP:FB PPU:  0, 00 CYC:0
D2B0  85 78     STA $78 = 00                    A:69 X:33 Y:84 P:25 SP:FB PPU:  0, 00 CYC:0
D2B2  20 29 F8  JSR $F829                       A:69 X:33 Y:84 P:25 SP:FB PPU:  0, 00 CYC:0
F829  18        CLC                             A:69 X:33 Y:84 P:25 SP:F9 PPU:  0, 00 CYC:0
F82A  24 01     BIT $01 = 00                    A:69 X:33 Y:84 P:24 SP:F9 PPU:  0, 00 CYC:0
F82C  A9 00     LDA #$00                        A:69 X:33 Y:84 P:64 SP:F9 PPU:  0, 00 CYC:0
F82E  60        RTS                             A:00 X:33 Y:84 P:66 SP:F9 PPU:  0, 00 CYC:0
D2B5  65 78     ADC $78 = 00                    A:00 X:33 Y:84 P:66 SP:FB PPU:  0, 00 CYC:0
D2B7  20 2F F8  JSR $F82F                       A:00 X:33 Y:84 P:26 SP:FB PPU:  0, 00 CYC:0
F82F  30 09     BMI $F83A                       A:00 X:33 Y:84 P:26 SP:F9 PPU:  0, 00 CYC:0
F831  B0 07     BCS $F83A                       A:00 X:33 Y:84 P:26 SP:F9 PPU:  0, 00 CYC:0
F833  C9 69     CMP #$69                        A:00 X:33 Y:84 P:26 SP:F9 PPU:  0, 00 CYC:0
F835  D0 03     BNE $F83A                       A:00 X:33 Y:84 P:A4 SP:F9 PPU:  0, 00 CYC:0
F83A  84 00     STY $00 = 69                    A:00 X:33 Y:84 P:A4 SP:F9 PPU:  0, 00 CYC:0
F83C  60        RTS                             A:00 X:33 Y:84 P:A4 SP:F9 PPU:  0, 00 CYC:0
D2BA  C8        INY                             A:00 X:33 Y:84 P:A4 SP:FB PPU:  0, 00 CYC:0
D2BB  20 3D F8  JSR $F83D                       A:00 X:33 Y:85 P:A4 SP:FB PPU:  0, 00 CYC:0
F83D  38        SEC                             A:00 X:33 Y:85 P:A4 SP:F9 PPU:  0, 00 CYC:0
F83E  24 01     BIT $01 = 00                    A:00 X:33 Y:85 P:A5 SP:F9 PPU:  0, 00 CYC:0
F840  A9 00     LDA #$00                        A:00 X:33 Y:85 P:67 SP:F9 PPU:  0, 00 CYC:0
F842  60        RTS                             A:00 X:33 Y:85 P:67 SP:F9 PPU:  0, 00 CYC:0
D2BE  65 78     ADC $78 = 00                    A:00 X:33 Y:85 P:67 SP:FB PPU:  0, 00 CYC:0
D2C0  20 43 F8  JSR $F843                       A:01 X:33 Y:85 P:24 SP:FB PPU:  0, 00 CYC:0
F843  30 09     BMI $F84E                       A:01 X:33 Y:85 P:24 SP:F9 PPU:  0, 00 CYC:0
F845  B0 07     BCS $F84E                       A:01 X:33 Y:85 P:24 SP:F9 PPU:  0, 00 CYC:0
F847  C9 6A     CMP #$6A                        A:01 X:33 Y:85 P:24 SP:F9 PPU:  0, 00 CYC:0
F849  D0 03     BNE $F84E                       A:01 X:33 Y:85 P:A4 SP:F9 PPU:  0, 00 CYC:0
F84E  84 00     STY $00 = 69                    A:01 X:33 Y:85 P:A4 SP:F9 PPU:  0, 00 CYC:0
F850  60        RTS                             A:01 X:33 Y:85 P:A4 SP:F9 PPU:  0, 00 CYC:0
D2C3  C8        INY                             A:01 X:33 Y:85 P:A4 SP:FB PPU:  0, 00 CYC:0
D2C4  A9 7F     LDA #$7F                        A:01 X:33 Y:86 P:A4 SP:FB PPU:  0, 00 CYC:0
D2C6  85 78     STA $78 = 00                    A:7F X:33 Y:86 P:24 SP:FB PPU:  0, 00 CYC:0
D2C8  20 51 F8  JSR $F851                       A:7F X:33 Y:86 P:24 SP:FB PPU:  0, 00 CYC:0
F851  38        SEC                             A:7F X:33 Y:86 P:24 SP:F9 PPU:  0, 00 CYC:0
F852  B8        CLV                             A:7F X:33 Y:86 P:25 SP:F9 PPU:  0, 00 CYC:0
F853  A9 7F     LDA #$7F                        A:7F X:33 Y:86 P:25 SP:F9 PPU:  0, 00 CYC:0
F855  60        RTS                             A:7F X:33 Y:86 P:25 SP:F9 PPU:  0, 00 CYC:0
D2CB  65 78     ADC $78 = 00                    A:7F X:33 Y:86 P:25 SP:FB PPU:  0, 00 CYC:0
D2CD  20 56 F8  JSR $F856                       A:80 X:33 Y:86 P:E4 SP:FB PPU:  0, 00 CYC:0
F856  10 09     BPL $F861                       A:80 X:33 Y:86 P:E4 SP:F9 PPU:  0, 00 CYC:0
F858  B0 07     BCS $F861                       A:80 X:33 Y:86 P:E4 SP:F9 PPU:  0, 00 CYC:0
F85A  C9 FF     CMP #$FF                        A:80 X:33 Y:86 P:E4 SP:F9 PPU:  0, 00 CYC:0
F85C  D0 03     BNE $F861                       A:80 X:33 Y:86 P:E4 SP:F9 PPU:  0, 00 CYC:0
F861  84 00     STY $00 = 7F                    A:80 X:33 Y:86 P:E4 SP:F9 PPU:  0, 00 CYC:0
F863  60        RTS                             A:80 X:33 Y:86 P:E4 SP:F9 PPU:  0, 00 CYC:0
D2D0  C8        INY                             A:80 X:33 Y:86 P:E4 SP:FB PPU:  0, 00 CYC:0
D2D1  A9 80     LDA #$80                        A:80 X:33 Y:87 P:E4 SP:FB PPU:  0, 00 CYC:0
D2D3  85 78     STA $78 = 00                    A:80 X:33 Y:87 P:E4 SP:FB PPU:  0, 00 CYC:0
D2D5  20 64 F8  JSR $F864                       A:80 X:33 Y:87 P:E4 SP:FB PPU:  0, 00 CYC:0
F864  18        CLC                             A:80 X:33 Y:87 P:E4 SP:F9 PPU:  0, 00 CYC:0
F865  24 01     BIT $01 = 00                    A:80 X:33 Y:87 P:E4 SP:F9 PPU:  0, 00 CYC:0
F867  A9 7F     LDA #$7F                        A:80 X:33 Y:87 P:A4 SP:F9 PPU:  0, 00 CYC:0
F869  60        RTS                             A:7F X:33 Y:87 P:24 SP:F9 PPU:  0, 00 CYC:0
D2D8  65 78     ADC $78 = 00                    A:7F X:33 Y:87 P:24 SP:FB PPU:  0, 00 CYC:0
D2DA  20 6A F8  JSR $F86A                       A:7F X:33 Y:87 P:24 SP:FB PPU:  0, 00 CYC:0
F86A  10 09     BPL $F875                       A:7F X:33 Y:87 P:24 SP:F9 PPU:  0, 00 CYC:0
F875  84 00     STY $00 = 80                    A:7F X:33 Y:87 P:24 SP:F9 PPU:  0, 00 CYC:0
F877  60        RTS                             A:7F X:33 Y:87 P:24 SP:F9 PPU:  0, 00 CYC:0
D2DD  C8        INY                             A:7F X:33 Y:87 P:24 SP:FB PPU:  0, 00 CYC:0
D2DE  20 78 F8  JSR $F878                       A:7F X:33 Y:88 P:A4 SP:FB PPU:  0, 00 CYC:0
F878  38        SEC                             A:7F X:33 Y:88 P:A4 SP:F9 PPU:  0, 00 CYC:0
F879  B8        CLV                             A:7F X:33 Y:88 P:A5 SP:F9 PPU:  0, 00 CYC:0
F87A  A9 7F     LDA #$7F                        A:7F X:33 Y:88 P:A5 SP:F9 PPU:  0, 00 CYC:0
F87C  60        RTS                             A:7F X:33 Y:88 P:25 SP:F9 PPU:  0, 00 CYC:0
D2E1  65 78     ADC $78 = 00                    A:7F X:33 Y:88 P:25 SP:FB PPU:  0, 00 CYC:0
D2E3  20 7D F8  JSR $F87D                       A:80 X:33 Y:88 P:E4 SP:FB PPU:  0, 00 CYC:0
F87D  D0 07     BNE $F886                       A:80 X:33 Y:88 P:E4 SP:F9 PPU:  0, 00 CYC:0
F886  84 00     STY $00 = 80                    A:80 X:33 Y:88 P:E4 SP:F9 PPU:  0, 00 CYC:0
F888  60        RTS                             A:80 X:33 Y:88 P:E4 SP:F9 PPU:  0, 00 CYC:0
D2E6  C8        INY                             A:80 X:33 Y:88 P:E4 SP:FB PPU:  0, 00 CYC:0
D2E7  A9 40     LDA #$40                        A:80 X:33 Y:89 P:E4 SP:FB PPU:  0, 00 CYC:0
D2E9  85 78     STA $78 = 00                    A:40 X:33 Y:89 P:64 SP:FB PPU:  0, 00 CYC:0
D2EB  20 89 F8  JSR $F889                       A:40 X:33 Y:89 P:64 SP:FB PPU:  0, 00 CYC:0
F889  24 01     BIT $01 = 00                    A:40 X:33 Y:89 P:64 SP:F9 PPU:  0, 00 CYC:0
F88B  A9 40     LDA #$40                        A:40 X:33 Y:89 P:64 SP:F9 PPU:  0, 00 CYC:0
F88D  60        RTS                             A:40 X:33 Y:89 P:64 SP:F9 PPU:  0, 00 CYC:0
D2EE  C5 78     CMP $78 = 00                    A:40 X:33 Y:89 P:64 SP:FB PPU:  0, 00 CYC:0
D2F0  20 8E F8  JSR $F88E                       A:40 X:33 Y:89 P:65 SP:FB PPU:  0, 00 CYC:0
F88E  30 07     BMI $F897                       A:40 X:33 Y:89 P:65 SP:F9 PPU:  0, 00 CYC:0
F890  90 05     BCC $F897                       A:40 X:33 Y:89 P:65 SP:F9 PPU:  0, 00 CYC:0
F892  D0 03     BNE $F897                       A:40 X:33 Y:89 P:65 SP:F9 PPU:  0, 00 CYC:0
F897  84 00     STY $00 = 40                    A:40 X:33 Y:89 P:65 SP:F9 PPU:  0, 00 CYC:0
F899  60        RTS                             A:40 X:33 Y:89 P:65 SP:F9 PPU:  0, 00 CYC:0
D2F3  C8        INY                             A:40 X:33 Y:89 P:65 SP:FB PPU:  0, 00 CYC:0
D2F4  48        PHA                             A:40 X:33 Y:8A P:E5 SP:FB PPU:  0, 00 CYC:0
D2F5  A9 3F     LDA #$3F                        A:40 X:33 Y:8A P:E5 SP:FA PPU:  0, 00 CYC:0
D2F7  85 78     STA $78 = 00                    A:3F X:33 Y:8A P:65 SP:FA PPU:  0, 00 CYC:0
D2F9  68        PLA                             A:3F X:33 Y:8A P:65 SP:FA PPU:  0, 00 CYC:0
D2FA  20 9A F8  JSR $F89A                       A:40 X:33 Y:8A P:65 SP:FB PPU:  0, 00 CYC:0
F89A  B8        CLV                             A:40 X:33 Y:8A P:65 SP:F9 PPU:  0, 00 CYC:0
F89B  60        RTS                             A:40 X:33 Y:8A P:25 SP:F9 PPU:  0, 00 CYC:0
D2FD  C5 78     CMP $78 = 00                    A:40 X:33 Y:8A P:25 SP:FB PPU:  0, 00 CYC:0
D2FF  20 9C F8  JSR $F89C                       A:40 X:33 Y:8A P:25 SP:FB PPU:  0, 00 CYC:0
F89C  F0 07     BEQ $F8A5                       A:40 X:33 Y:8A P:25 SP:F9 PPU:  0, 00 CYC:0
F89E  30 05     BMI $F8A5                       A:40 X:33 Y:8A P:25 SP:F9 PPU:  0, 00 CYC:0
F8A0  90 03     BCC $F8A5                       A:40 X:33 Y:8A P:25 SP:F9 PPU:  0, 00 CYC:0
F8A2  70 01     BVS $F8A5                       A:40 X:33 Y:8A P:25 SP:F9 PPU:  0, 00 CYC:0
F8A4  60        RTS                             A:40 X:33 Y:8A P:25 SP:F9 PPU:  0, 00 CYC:0
D302  C8        INY                             A:40 X:33 Y:8A P:25 SP:FB PPU:  0, 00 CYC:0
D303  48        PHA                             A:40 X:33 Y:8B P:A5 SP:FB PPU:  0, 00 CYC:0
D304  A9 41     LDA #$41                        A:40 X:33 Y:8B P:A5 SP:FA PPU:  0, 00 CYC:0
D306  85 78     STA $78 = 00                    A:41 X:33 Y:8B P:25 SP:FA PPU:  0, 00 CYC:0
D308  68        PLA                             A:41 X:33 Y:8B P:25 SP:FA PPU:  0, 00 CYC:0
D309  C5 78     CMP $78 = 00                    A:40 X:33 Y:8B P:25 SP:FB PPU:  0, 00 CYC:0
D30B  20 A8 F8  JSR $F8A8                       A:40 X:33 Y:8B P:25 SP:FB PPU:  0, 00 CYC:0
F8A8  F0 05     BEQ $F8AF                       A:40 X:33 Y:8B P:25 SP:F9 PPU:  0, 00 CYC:0
F8AA  10 03     BPL $F8AF                       A:40 X:33 Y:8B P:25 SP:F9 PPU:  0, 00 CYC:0
F8AF  84 00     STY $00 = 41                    A:40 X:33 Y:8B P:25 SP:F9 PPU:  0, 00 CYC:0
F8B1  60        RTS                             A:40 X:33 Y:8B P:25 SP:F9 PPU:  0, 00 CYC:0
D30E  C8        INY                             A:40 X:33 Y:8B P:25 SP:FB PPU:  0, 00 CYC:0
D30F  48        PHA                             A:40 X:33 Y:8C P:A5 SP:FB PPU:  0, 00 CYC:0
D310  A9 00     LDA #$00                        A:40 X:33 Y:8C P:A5 SP:FA PPU:  0, 00 CYC:0
D312  85 78     STA $78 = 00                    A:00 X:33 Y:8C P:27 SP:FA PPU:  0, 00 CYC:0
D314  68        PLA                             A:00 X:33 Y:8C P:27 SP:FA PPU:  0, 00 CYC:0
D315  20 B2 F8  JSR $F8B2                       A:40 X:33 Y:8C P:25 SP:FB PPU:  0, 00 CYC:0
F8B2  A9 80     LDA #$80                        A:40 X:33 Y:8C P:25 SP:F9 PPU:  0, 00 CYC:0
F8B4  60        RTS                             A:80 X:33 Y:8C P:A5 SP:F9 PPU:  0, 00 CYC:0
D318  C5 78     CMP $78 = 00                    A:80 X:33 Y:8C P:A5 SP:FB PPU:  0, 00 CYC:0
D31A  20 B5 F8  JSR $F8B5                       A:80 X:33 Y:8C P:A5 SP:FB PPU:  0, 00 CYC:0
F8B5  F0 05     BEQ $F8BC                       A:80 X:33 Y:8C P:A5 SP:F9 PPU:  0, 00 CYC:0
F8B7  10 03     BPL $F8BC                       A:80 X:33 Y:8C P:A5 SP:F9 PPU:  0, 00 CYC:0
F8B9  90 01     BCC $F8BC                       A:80 X:33 Y:8C P:A5 SP:F9 PPU:  0, 00 CYC:0
F8BB  60        RTS                             A:80 X:33 Y:8C P:A5 SP:F9 PPU:  0, 00 CYC:0
D31D  C8        INY                             A:80 X:33 Y:8C P:A5 SP:FB PPU:  0, 00 CYC:0
D31E  48        PHA                             A:80 X:33 Y:8D P:A5 SP:FB PPU:  0, 00 CYC:0
D31F  A9 80     LDA #$80                        A:80 X:33 Y:8D P:A5 SP:FA PPU:  0, 00 CYC:0
D321  85 78     STA $78 = 00                    A:80 X:33 Y:8D P:A5 SP:FA PPU:  0, 00 CYC:0
D323  68        PLA                             A:80 X:33 Y:8D P:A5 SP:FA PPU:  0, 00 CYC:0
D324  C5 78     CMP $78 = 00                    A:80 X:33 Y:8D P:A5 SP:FB PPU:  0, 00 CYC:0
D326  20 BF F8  JSR $F8BF                       A:80 X:33 Y:8D P:A5 SP:FB PPU:  0, 00 CYC:0
F8BF  D0 05     BNE $F8C6                       A:80 X:33 Y:8D P:A5 SP:F9 PPU:  0, 00 CYC:0
F8C6  84 00     STY $00 = 80                    A:80 X:33 Y:8D P:A5 SP:F9 PPU:  0, 00 CYC:0
F8C8  60        RTS                             A:80 X:33 Y:8D P:A5 SP:F9 PPU:  0, 00 CYC:0
D329  C8        INY                             A:80 X:33 Y:8D P:A5 SP:FB PPU:  0, 00 CYC:0
D32A  48        PHA                             A:80 X:33 Y:8E P:A5 SP:FB PPU:  0, 00 CYC:0
D32B  A9 81     LDA #$81                        A:80 X:33 Y:8E P:A5 SP:FA PPU:  0, 00 CYC:0
D32D  85 78     STA $78 = 00                    A:81 X:33 Y:8E P:A5 SP:FA PPU:  0, 00 CYC:0
D32F  68        PLA                             A:81 X:33 Y:8E P:A5 SP:FA PPU:  0, 00 CYC:0
D330  C5 78     CMP $78 = 00                    A:80 X:33 Y:8E P:A5 SP:FB PPU:  0, 00 CYC:0
D332  20 C9 F8  JSR $F8C9                       A:80 X:33 Y:8E P:A5 SP:FB PPU:  0, 00 CYC:0
F8C9  B0 05     BCS $F8D0                       A:80 X:33 Y:8E P:A5 SP:F9 PPU:  0, 00 CYC:0
F8D0  84 00     STY $00 = 81                    A:80 X:33 Y:8E P:A5 SP:F9 PPU:  0, 00 CYC:0
F8D2  60        RTS                             A:80 X:33 Y:8E P:A5 SP:F9 PPU:  0, 00 CYC:0
D335  C8        INY                             A:80 X:33 Y:8E P:A5 SP:FB PPU:  0, 00 CYC:0
D336  48        PHA                             A:80 X:33 Y:8F P:A5 SP:FB PPU:  0, 00 CYC:0
D337  A9 7F     LDA #$7F                        A:80 X:33 Y:8F P:A5 SP:FA PPU:  0, 00 CYC:0
D339  85 78     STA $78 = 00                    A:7F X:33 Y:8F P:25 SP:FA PPU:  0, 00 CYC:0
D33B  68        PLA                             A:7F X:33 Y:8F P:25 SP:FA PPU:  0, 00 CYC:0
D33C  C5 78     CMP $78 = 00                    A:80 X:33 Y:8F P:A5 SP:FB PPU:  0, 00 CYC:0
D33E  20 D3 F8  JSR $F8D3                       A:80 X:33 Y:8F P:A5 SP:FB PPU:  0, 00 CYC:0
F8D3  90 05     BCC $F8DA                       A:80 X:33 Y:8F P:A5 SP:F9 PPU:  0, 00 CYC:0
F8D5  F0 03     BEQ $F8DA                       A:80 X:33 Y:8F P:A5 SP:F9 PPU:  0, 00 CYC:0
F8D7  30 01     BMI $F8DA                       A:80 X:33 Y:8F P:A5 SP:F9 PPU:  0, 00 CYC:0
F8DA  84 00     STY $00 = 7F                    A:80 X:33 Y:8F P:A5 SP:F9 PPU:  0, 00 CYC:0
F8DC  60        RTS                             A:80 X:33 Y:8F P:A5 SP:F9 PPU:  0, 00 CYC:0
D341  C8        INY                             A:80 X:33 Y:8F P:A5 SP:FB PPU:  0, 00 CYC:0
D342  A9 40     LDA #$40                        A:80 X:33 Y:90 P:A5 SP:FB PPU:  0, 00 CYC:0
D344  85 78     STA $78 = 00                    A:40 X:33 Y:90 P:25 SP:FB PPU:  0, 00 CYC:0
D346  20 31 F9  JSR $F931                       A:40 X:33 Y:90 P:25 SP:FB PPU:  0, 00 CYC:0
F931  24 01     BIT $01 = 00                    A:40 X:33 Y:90 P:25 SP:F9 PPU:  0, 00 CYC:0
F933  A9 40     LDA #$40                        A:40 X:33 Y:90 P:65 SP:F9 PPU:  0, 00 CYC:0
F935  38        SEC                             A:40 X:33 Y:90 P:65 SP:F9 PPU:  0, 00 CYC:0
F936  60        RTS                             A:40 X:33 Y:90 P:65 SP:F9 PPU:  0, 00 CYC:0
D349  E5 78     SBC $78 = 00                    A:40 X:33 Y:90 P:65 SP:FB PPU:  0, 00 CYC:0
D34B  20 37 F9  JSR $F937                       A:40 X:33 Y:90 P:25 SP:FB PPU:  0, 00 CYC:0
F937  30 0B     BMI $F944                       A:40 X:33 Y:90 P:25 SP:F9 PPU:  0, 00 CYC:0
F939  90 09     BCC $F944                       A:40 X:33 Y:90 P:25 SP:F9 PPU:  0, 00 CYC:0
F93B  D0 07     BNE $F944                       A:40 X:33 Y:90 P:25 SP:F9 PPU:  0, 00 CYC:0
F944  84 00     STY $00 = 40                    A:40 X:33 Y:90 P:25 SP:F9 PPU:  0, 00 CYC:0
F946  60        RTS                             A:40 X:33 Y:90 P:25 SP:F9 PPU:  0, 00 CYC:0
D34E  C8        INY                             A:40 X:33 Y:90 P:25 SP:FB PPU:  0, 00 CYC:0
D34F  A9 3F     LDA #$3F                        A:40 X:33 Y:91 P:A5 SP:FB PPU:  0, 00 CYC:0
D351  85 78     STA $78 = 00                    A:3F X:33 Y:91 P:25 SP:FB PPU:  0, 00 CYC:0
D353  20 47 F9  JSR $F947                       A:3F X:33 Y:91 P:25 SP:FB PPU:  0, 00 CYC:0
F947  B8        CLV                             A:3F X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F948  38        SEC                             A:3F X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F949  A9 40     LDA #$40                        A:3F X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F94B  60        RTS                             A:40 X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
D356  E5 78     SBC $78 = 00                    A:40 X:33 Y:91 P:25 SP:FB PPU:  0, 00 CYC:0
D358  20 4C F9  JSR $F94C                       A:40 X:33 Y:91 P:25 SP:FB PPU:  0, 00 CYC:0
F94C  F0 0B     BEQ $F959                       A:40 X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F94E  30 09     BMI $F959                       A:40 X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F950  90 07     BCC $F959                       A:40 X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F952  70 05     BVS $F959                       A:40 X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F954  C9 01     CMP #$01                        A:40 X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F956  D0 01     BNE $F959                       A:40 X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F959  84 00     STY $00 = 3F                    A:40 X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
F95B  60        RTS                             A:40 X:33 Y:91 P:25 SP:F9 PPU:  0, 00 CYC:0
D35B  C8        INY                             A:40 X:33 Y:91 P:25 SP:FB PPU:  0, 00 CYC:0
D35C  A9 41     LDA #$41                        A:40 X:33 Y:92 P:A5 SP:FB PPU:  0, 00 CYC:0
D35E  85 78     STA $78 = 00                    A:41 X:33 Y:92 P:25 SP:FB PPU:  0, 00 CYC:0
D360  20 5C F9  JSR $F95C                       A:41 X:33 Y:92 P:25 SP:FB PPU:  0, 00 CYC:0
F95C  A9 40     LDA #$40                        A:41 X:33 Y:92 P:25 SP:F9 PPU:  0, 00 CYC:0
F95E  38        SEC                             A:40 X:33 Y:92 P:25 SP:F9 PPU:  0, 00 CYC:0
F95F  24 01     BIT $01 = 00                    A:40 X:33 Y:92 P:25 SP:F9 PPU:  0, 00 CYC:0
F961  60        RTS                             A:40 X:33 Y:92 P:65 SP:F9 PPU:  0, 00 CYC:0
D363  E5 78     SBC $78 = 00                    A:40 X:33 Y:92 P:65 SP:FB PPU:  0, 00 CYC:0
D365  20 62 F9  JSR $F962                       A:40 X:33 Y:92 P:25 SP:FB PPU:  0, 00 CYC:0
F962  B0 0B     BCS $F96F                       A:40 X:33 Y:92 P:25 SP:F9 PPU:  0, 00 CYC:0
F96F  84 00     STY $00 = 41                    A:40 X:33 Y:92 P:25 SP:F9 PPU:  0, 00 CYC:0
F971  60        RTS                             A:40 X:33 Y:92 P:25 SP:F9 PPU:  0, 00 CYC:0
D368  C8        INY                             A:40 X:33 Y:92 P:25 SP:FB PPU:  0, 00 CYC:0
D369  A9 00     LDA #$00                        A:40 X:33 Y:93 P:A5 SP:FB PPU:  0, 00 CYC:0
D36B  85 78     STA $78 = 00                    A:00 X:33 Y:93 P:27 SP:FB PPU:  0, 00 CYC:0
D36D  20 72 F9  JSR $F972                       A:00 X:33 Y:93 P:27 SP:FB PPU:  0, 00 CYC:0
F972  18        CLC                             A:00 X:33 Y:93 P:27 SP:F9 PPU:  0, 00 CYC:0
F973  A9 80     LDA #$80                        A:00 X:33 Y:93 P:26 SP:F9 PPU:  0, 00 CYC:0
F975  60        RTS                             A:80 X:33 Y:93 P:A4 SP:F9 PPU:  0, 00 CYC:0
D370  E5 78     SBC $78 = 00                    A:80 X:33 Y:93 P:A4 SP:FB PPU:  0, 00 CYC:0
D372  20 76 F9  JSR $F976                       A:7F X:33 Y:93 P:65 SP:FB PPU:  0, 00 CYC:0
F976  90 05     BCC $F97D                       A:7F X:33 Y:93 P:65 SP:F9 PPU:  0, 00 CYC:0
F978  C9 7F     CMP #$7F                        A:7F X:33 Y:93 P:65 SP:F9 PPU:  0, 00 CYC:0
F97A  D0 01     BNE $F97D                       A:7F X:33 Y:93 P:67 SP:F9 PPU:  0, 00 CYC:0
F97C  60        RTS                             A:7F X:33 Y:93 P:67 SP:F9 PPU:  0, 00 CYC:0
D375  C8        INY                             A:7F X:33 Y:93 P:67 SP:FB PPU:  0, 00 CYC:0
D376  A9 7F     LDA #$7F                        A:7F X:33 Y:94 P:E5 SP:FB PPU:  0, 00 CYC:0
D378  85 78     STA $78 = 00                    A:7F X:33 Y:94 P:65 SP:FB PPU:  0, 00 CYC:0
D37A  20 80 F9  JSR $F980                       A:7F X:33 Y:94 P:65 SP:FB PPU:  0, 00 CYC:0
F980  38        SEC                             A:7F X:33 Y:94 P:65 SP:F9 PPU:  0, 00 CYC:0
F981  A9 81     LDA #$81                        A:7F X:33 Y:94 P:65 SP:F9 PPU:  0, 00 CYC:0
F983  60        RTS                             A:81 X:33 Y:94 P:E5 SP:F9 PPU:  0, 00 CYC:0
D37D  E5 78     SBC $78 = 00                    A:81 X:33 Y:94 P:E5 SP:FB PPU:  0, 00 CYC:0
D37F  20 84 F9  JSR $F984                       A:81 X:33 Y:94 P:A5 SP:FB PPU:  0, 00 CYC:0
F984  50 07     BVC $F98D                       A:81 X:33 Y:94 P:A5 SP:F9 PPU:  0, 00 CYC:0
F98D  84 00     STY $00 = 7F                    A:81 X:33 Y:94 P:A5 SP:F9 PPU:  0, 00 CYC:0
F98F  60        RTS                             A:81 X:33 Y:94 P:A5 SP:F9 PPU:  0, 00 CYC:0
D382  C8        INY                             A:81 X:33 Y:94 P:A5 SP:FB PPU:  0, 00 CYC:0
D383  A9 40     LDA #$40                        A:81 X:33 Y:95 P:A5 SP:FB PPU:  0, 00 CYC:0
D385  85 78     STA $78 = 00                    A:40 X:33 Y:95 P:25 SP:FB PPU:  0, 00 CYC:0
D387  20 89 F8  JSR $F889                       A:40 X:33 Y:95 P:25 SP:FB PPU:  0, 00 CYC:0
F889  24 01     BIT $01 = 00                    A:40 X:33 Y:95 P:25 SP:F9 PPU:  0, 00 CYC:0
F88B  A9 40     LDA #$40                        A:40 X:33 Y:95 P:65 SP:F9 PPU:  0, 00 CYC:0
F88D  60        RTS                             A:40 X:33 Y:95 P:65 SP:F9 PPU:  0, 00 CYC:0
D38A  AA        TAX                             A:40 X:33 Y:95 P:65 SP:FB PPU:  0, 00 CYC:0
